;Lavoura;Ano;id_estado;id_municipio;id_estado_new;Produto;Produção;Rendimento médio;Área colhida;Área plantada
614;Estimativas;202504;33;9999999;36;Banana (cacho);77179.0;7475.0;10325.0;10799.0
615;Estimativas;202504;33;9999999;36;Cana-de-açúcar;2333097.0;44981.0;51869.0;51926.0
616;Estimativas;202504;33;9999999;36;Feijão (em grão);556.5;1180.5;439.0;439.0
617;Estimativas;202504;33;9999999;36;Mandioca;165716.0;14584.0;11363.0;12708.0
618;Estimativas;202504;33;9999999;36;Milho (em grão);5798.5;5836.5;1067.0;1067.0
619;Estimativas;202504;33;9999999;36;Soja (em grão);2675.0;3002.0;891.0;891.0
620;Estimativas;202504;33;9999999;36;Tomate;125818.0;67139.0;1874.0;1874.0
621;Estimativas;202504;33;9999999;36;Laranja;60340.0;13645.0;4422.0;4423.0
622;Estimativas;202504;33;9999999;36;Uva;123.0;2733.0;45.0;86.0
623;Estimativas;202504;33;9999999;36;Café (em grão) Arábica;19727.0;1684.0;11717.0;12275.0
624;Estimativas;202504;35;9999999;41;Algodão herbáceo (em caroço);33066.0;3795.0;8713.0;8713.0
625;Estimativas;202504;35;9999999;41;Arroz (em casca);60398.0;6558.0;9210.0;9210.0
626;Estimativas;202504;35;9999999;41;Banana (cacho);975896.0;22070.0;44219.0;44473.0
627;Estimativas;202504;35;9999999;41;Café (em grão) Canephora;156.0;1576.0;99.0;99.0
628;Estimativas;202504;35;9999999;41;Cana-de-açúcar;351809374.0;77095.0;4563323.0;4594142.0
629;Estimativas;202504;35;9999999;41;Feijão (em grão);66971.66666666667;2609.3333333333335;23748.0;23748.0
630;Estimativas;202504;35;9999999;41;Mandioca;1540777.0;23377.0;65910.0;66237.0
631;Estimativas;202504;35;9999999;41;Milho (em grão);2005900.0;5507.0;372400.0;373155.0
632;Estimativas;202504;35;9999999;41;Soja (em grão);5024607.0;3700.0;1358028.0;1360498.0
633;Estimativas;202504;35;9999999;41;Tomate;1077255.0;86596.0;12440.0;12440.0
634;Estimativas;202504;35;9999999;41;Amendoim (em casca);472849.5;3977.0;125624.5;125724.5
635;Estimativas;202504;35;9999999;41;Laranja;8719368.0;27997.0;311438.0;311504.0
636;Estimativas;202504;35;9999999;41;Sorgo (em grão);459997.0;3312.0;138900.0;138900.0
637;Estimativas;202504;35;9999999;41;Uva;138311.0;18397.0;7518.0;7519.0
638;Estimativas;202504;35;9999999;41;Café (em grão) Arábica;294038.0;1500.0;196025.0;199829.0
639;Estimativas;202504;35;9999999;41;Batata-inglesa;303934.6666666667;33524.333333333336;9048.0;9048.0
640;Estimativas;202504;35;9999999;41;Trigo (em grão);389800.0;3086.0;126300.0;126400.0
641;Estimativas;202504;35;9999999;41;Aveia (em grão);31651.0;2209.0;14328.0;14328.0
642;Estimativas;202504;35;9999999;41;Girassol (em grão);2252.0;2348.0;959.0;959.0
643;Estimativas;202504;35;9999999;41;Cevada (em grão);19638.0;5255.0;3737.0;3737.0
644;Estimativas;202504;35;9999999;41;Triticale (em grão);9525.0;2569.0;3708.0;3708.0
645;Estimativas;202504;41;9999999;42;Arroz (em casca);135600.0;6883.0;19700.0;19700.0
646;Estimativas;202504;41;9999999;42;Banana (cacho);173393.0;23119.0;7500.0;7500.0
647;Estimativas;202504;41;9999999;42;Cana-de-açúcar;36745100.0;72461.0;507100.0;507100.0
648;Estimativas;202504;41;9999999;42;Feijão (em grão);303466.6666666667;1652.0;166466.66666666666;166466.66666666666
649;Estimativas;202504;41;9999999;42;Mandioca;4277000.0;28250.0;151400.0;151400.0
650;Estimativas;202504;41;9999999;42;Milho (em grão);9566400.0;8418.0;1489700.0;1489700.0
651;Estimativas;202504;41;9999999;42;Soja (em grão);21316700.0;3648.0;5843900.0;5843900.0
652;Estimativas;202504;41;9999999;42;Tomate;266800.0;63524.0;4200.0;4200.0
653;Estimativas;202504;41;9999999;42;Amendoim (em casca);9200.0;3407.0;2700.0;2700.0
654;Estimativas;202504;41;9999999;42;Laranja;804330.0;35748.0;22500.0;22500.0
655;Estimativas;202504;41;9999999;42;Uva;56872.0;14218.0;4000.0;4000.0
656;Estimativas;202504;41;9999999;42;Café (em grão) Arábica;42600.0;1677.0;25400.0;25400.0
657;Estimativas;202504;41;9999999;42;Batata-inglesa;453650.0;31932.0;14050.0;14050.0
658;Estimativas;202504;41;9999999;42;Trigo (em grão);2853700.0;3218.0;886700.0;886700.0
659;Estimativas;202504;41;9999999;42;Aveia (em grão);231600.0;2451.0;94500.0;94500.0
660;Estimativas;202504;41;9999999;42;Girassol (em grão);0.0;0.0;0.0;0.0
661;Estimativas;202504;41;9999999;42;Cevada (em grão);413800.0;4374.0;94600.0;94600.0
662;Estimativas;202504;41;9999999;42;Triticale (em grão);19000.0;3393.0;5600.0;5600.0
663;Estimativas;202504;41;9999999;42;Centeio (em grão);4300.0;2389.0;1800.0;1800.0
664;Estimativas;202504;42;9999999;44;Arroz (em casca);1186943.0;8260.0;143695.0;143695.0
665;Estimativas;202504;42;9999999;44;Banana (cacho);738274.0;24922.0;29623.0;29813.0
666;Estimativas;202504;42;9999999;44;Cana-de-açúcar;173318.0;48946.0;3541.0;3541.0
667;Estimativas;202504;42;9999999;44;Feijão (em grão);61336.0;1894.5;31770.0;31770.0
668;Estimativas;202504;42;9999999;44;Mandioca;294490.0;20289.0;14515.0;14515.0
669;Estimativas;202504;42;9999999;44;Milho (em grão);1155069.0;7645.0;129666.5;129666.5
670;Estimativas;202504;42;9999999;44;Soja (em grão);3042042.0;3659.0;831354.0;831354.0
671;Estimativas;202504;42;9999999;44;Tomate;126242.0;64180.0;1967.0;1967.0
672;Estimativas;202504;42;9999999;44;Amendoim (em casca);10.0;2000.0;5.0;5.0
673;Estimativas;202504;42;9999999;44;Laranja;26937.0;16227.0;1660.0;1660.0
674;Estimativas;202504;42;9999999;44;Uva;57439.0;15395.0;3731.0;3731.0
675;Estimativas;202504;42;9999999;44;Batata-inglesa;81078.0;26525.5;2670.0;2670.0
676;Estimativas;202504;42;9999999;44;Trigo (em grão);363510.0;3318.0;109541.0;109541.0
677;Estimativas;202504;42;9999999;44;Aveia (em grão);49832.0;1626.0;30655.0;30655.0
678;Estimativas;202504;42;9999999;44;Cevada (em grão);1422.0;3742.0;380.0;380.0
679;Estimativas;202504;43;9999999;45;Arroz (em casca);8114714.0;8389.0;967302.0;967943.0
680;Estimativas;202504;43;9999999;45;Banana (cacho);149333.0;12193.0;12247.0;12391.0
681;Estimativas;202504;43;9999999;45;Cana-de-açúcar;471668.0;41487.0;11369.0;12678.0
682;Estimativas;202504;43;9999999;45;Feijão (em grão);41281.0;1615.5;24708.0;24853.5
683;Estimativas;202504;43;9999999;45;Mandioca;689761.0;16783.0;41098.0;49717.0
684;Estimativas;202504;43;9999999;45;Milho (em grão);5321681.0;7404.0;718724.0;719902.0
685;Estimativas;202504;43;9999999;45;Soja (em grão);14980432.0;2200.0;6808029.0;6814039.0
686;Estimativas;202504;43;9999999;45;Tomate;102133.0;53194.0;1920.0;1922.0
687;Estimativas;202504;43;9999999;45;Amendoim (em casca);2094.0;1767.0;1185.0;1185.0
688;Estimativas;202504;43;9999999;45;Laranja;342609.0;17102.0;20033.0;22372.0
689;Estimativas;202504;43;9999999;45;Sorgo (em grão);1219.0;3048.0;400.0;400.0
690;Estimativas;202504;43;9999999;45;Uva;958018.0;20126.0;47602.0;48269.0
691;Estimativas;202504;43;9999999;45;Batata-inglesa;267561.5;26755.0;9333.0;9335.5
692;Estimativas;202504;43;9999999;45;Trigo (em grão);3722494.0;2772.0;1343055.0;1343185.0
693;Estimativas;202504;43;9999999;45;Aveia (em grão);851050.0;2249.0;378490.0;378490.0
694;Estimativas;202504;43;9999999;45;Girassol (em grão);4859.0;1702.0;2855.0;2855.0
695;Estimativas;202504;43;9999999;45;Cevada (em grão);109730.0;3120.0;35165.0;35165.0
696;Estimativas;202504;43;9999999;45;Triticale (em grão);14355.0;2669.0;5379.0;5379.0
697;Estimativas;202504;43;9999999;45;Centeio (em grão);1908.0;1435.0;1330.0;1330.0
698;Estimativas;202504;50;9999999;55;Algodão herbáceo (em caroço);158500.0;5000.0;31700.0;31700.0
699;Estimativas;202504;50;9999999;55;Arroz (em casca);80914.0;6810.0;11882.0;11882.0
700;Estimativas;202504;50;9999999;55;Banana (cacho);14682.0;8134.0;1805.0;1805.0
701;Estimativas;202504;50;9999999;55;Cana-de-açúcar;52496839.0;78061.0;672508.0;672508.0
702;Estimativas;202504;50;9999999;55;Feijão (em grão);5850.0;1623.3333333333333;4807.666666666667;4807.666666666667
703;Estimativas;202504;50;9999999;55;Mandioca;1359876.0;22461.0;60545.0;60549.0
704;Estimativas;202504;50;9999999;55;Milho (em grão);5445558.0;7164.5;1105892.5;1105892.5
705;Estimativas;202504;50;9999999;55;Soja (em grão);13356000.0;3180.0;4200000.0;4200000.0
706;Estimativas;202504;50;9999999;55;Tomate;1659.0;36065.0;46.0;46.0
707;Estimativas;202504;50;9999999;55;Amendoim (em casca);58656.0;3444.0;17752.5;17752.5
708;Estimativas;202504;50;9999999;55;Laranja;34500.0;23695.0;1456.0;1456.0
709;Estimativas;202504;50;9999999;55;Sorgo (em grão);233924.0;2945.0;79433.0;79433.0
710;Estimativas;202504;50;9999999;55;Uva;80.0;5714.0;14.0;14.0
711;Estimativas;202504;50;9999999;55;Café (em grão) Arábica;207.0;1310.0;158.0;158.0
712;Estimativas;202504;50;9999999;55;Trigo (em grão);92723.0;2009.0;46163.0;46163.0
713;Estimativas;202504;50;9999999;55;Aveia (em grão);22194.0;1123.0;19756.0;19756.0
714;Estimativas;202504;51;9999999;52;Algodão herbáceo (em caroço);6456316.0;4229.0;1526644.0;1526644.0
715;Estimativas;202504;51;9999999;52;Arroz (em casca);561301.0;3625.0;154842.0;154842.0
716;Estimativas;202504;51;9999999;52;Banana (cacho);86222.0;11914.0;7237.0;7247.0
717;Estimativas;202504;51;9999999;52;Cacau (em amêndoa);154.0;672.0;229.0;229.0
718;Estimativas;202504;51;9999999;52;Café (em grão) Canephora;10254.0;1024.0;10012.0;10012.0
719;Estimativas;202504;51;9999999;52;Cana-de-açúcar;21399382.0;83591.0;256002.0;256200.0
720;Estimativas;202504;51;9999999;52;Feijão (em grão);94441.33333333333;1684.3333333333333;59196.333333333336;59196.333333333336
721;Estimativas;202504;51;9999999;52;Mandioca;209334.0;14454.0;14483.0;14489.0
722;Estimativas;202504;51;9999999;52;Milho (em grão);23724066.5;6051.0;3648328.5;3648328.5
723;Estimativas;202504;51;9999999;52;Soja (em grão);48771277.0;3833.0;12722496.0;12722496.0
724;Estimativas;202504;51;9999999;52;Tomate;3395.0;20957.0;162.0;162.0
725;Estimativas;202504;51;9999999;52;Amendoim (em casca);11024.5;3480.5;2910.5;2910.5
726;Estimativas;202504;51;9999999;52;Laranja;5306.0;12426.0;427.0;427.0
727;Estimativas;202504;51;9999999;52;Castanha de caju;88.0;587.0;150.0;150.0
728;Estimativas;202504;51;9999999;52;Sorgo (em grão);230916.0;2872.0;80400.0;80400.0
729;Estimativas;202504;51;9999999;52;Uva;172.0;7818.0;22.0;22.0
730;Estimativas;202504;51;9999999;52;Café (em grão) Arábica;35.0;1750.0;20.0;26.0
731;Estimativas;202504;51;9999999;52;Mamona (baga);1814.0;991.0;1830.0;1830.0
732;Estimativas;202504;51;9999999;52;Girassol (em grão);1500.0;1500.0;1000.0;1000.0
733;Estimativas;202504;52;9999999;53;Algodão herbáceo (em caroço);134236.0;4179.0;32122.0;32122.0
734;Estimativas;202504;52;9999999;53;Arroz (em casca);133449.0;4803.0;27787.0;27787.0
735;Estimativas;202504;52;9999999;53;Banana (cacho);166908.0;14026.0;11900.0;11910.0
736;Estimativas;202504;52;9999999;53;Cana-de-açúcar;83177294.0;81057.0;1026155.0;1042144.0
737;Estimativas;202504;52;9999999;53;Feijão (em grão);124057.33333333333;2425.0;46097.666666666664;46097.666666666664
738;Estimativas;202504;52;9999999;53;Mandioca;195725.0;16227.0;12062.0;12387.0
739;Estimativas;202504;52;9999999;53;Milho (em grão);8079250.0;7757.0;1177036.0;1177036.0
740;Estimativas;202504;52;9999999;53;Soja (em grão);19921941.0;3942.0;5053506.0;5053506.0
741;Estimativas;202504;52;9999999;53;Tomate;1710459.0;88041.0;19428.0;19428.0
742;Estimativas;202504;52;9999999;53;Laranja;185624.0;22273.0;8334.0;8364.0
743;Estimativas;202504;52;9999999;53;Sorgo (em grão);1561140.0;3283.0;475510.0;475510.0
744;Estimativas;202504;52;9999999;53;Uva;3517.0;18414.0;191.0;191.0
745;Estimativas;202504;52;9999999;53;Café (em grão) Arábica;15419.0;2453.0;6286.0;6286.0
746;Estimativas;202504;52;9999999;53;Batata-inglesa;89133.0;37443.0;2176.6666666666665;2176.6666666666665
747;Estimativas;202504;52;9999999;53;Trigo (em grão);143562.0;4545.0;31590.0;31590.0
748;Estimativas;202504;52;9999999;53;Girassol (em grão);73266.0;1609.0;45541.0;45541.0
749;Estimativas;202504;53;9999999;54;Banana (cacho);6038.0;19353.0;312.0;312.0
750;Estimativas;202504;53;9999999;54;Cana-de-açúcar;17378.0;84771.0;205.0;205.0
751;Estimativas;202504;53;9999999;54;Feijão (em grão);16344.333333333334;2293.3333333333335;6033.333333333333;6033.333333333333
752;Estimativas;202504;53;9999999;54;Mandioca;17867.0;20234.0;883.0;883.0
753;Estimativas;202504;53;9999999;54;Milho (em grão);193488.0;7880.0;27500.0;27500.0
754;Estimativas;202504;53;9999999;54;Soja (em grão);323640.0;3720.0;87000.0;87000.0
755;Estimativas;202504;53;9999999;54;Tomate;27708.0;79166.0;350.0;350.0
756;Estimativas;202504;53;9999999;54;Laranja;1608.0;24000.0;67.0;67.0
757;Estimativas;202504;53;9999999;54;Sorgo (em grão);113400.0;4200.0;27000.0;27000.0
758;Estimativas;202504;53;9999999;54;Uva;1302.0;22842.0;57.0;57.0
759;Estimativas;202504;53;9999999;54;Café (em grão) Arábica;1016.0;2436.0;417.0;417.0
760;Estimativas;202504;53;9999999;54;Batata-inglesa;4208.0;42080.0;100.0;100.0
761;Estimativas;202504;53;9999999;54;Trigo (em grão);15150.0;3788.0;4000.0;4000.0
762;Estimativas;202504;53;9999999;54;Girassol (em grão);1260.0;1800.0;700.0;700.0
